StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,1_Q9,1_Q10,1_Q11_1,1_Q11_2,2_Q9,2_Q10,2_Q11_1,2_Q11_2,3_Q9,3_Q10,3_Q11_1,3_Q11_2,4_Q9,4_Q10,4_Q11_1,4_Q11_2,5_Q9,5_Q10,5_Q11_1,5_Q11_2,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q22,Q23,Q24,Q25,Q26,Q28,IP_block,IP_country,choice1_popsize1,choice1_popsize2,choice1__racethndemo1,choice1__racethndemo2,choice1_politics1,choice1_politics2,choice1_housingprice1,choice1_housingprice2,choice1_weather1,choice1_weather2,choice1_distfamily1,choice1_distfamily2,choice1_crime1,choice1_crime2,choice2_popsize1,choice2_popsize2,choice2__racethndemo1,choice2__racethndemo2,choice2_politics1,choice2_politics2,choice2_housingprice1,choice2_housingprice2,choice2_weather1,choice2_weather2,choice2_distfamily1,choice2_distfamily2,choice2_crime1,choice2_crime2,choice3_popsize1,choice3_popsize2,choice3__racethndemo1,choice3__racethndemo2,choice3_politics1,choice3_politics2,choice3_housingprice1,choice3_housingprice2,choice3_weather1,choice3_weather2,choice3_distfamily1,choice3_distfamily2,choice3_crime1,choice3_crime2,choice4_popsize1,choice4_popsize2,choice4__racethndemo1,choice4__racethndemo2,choice4_politics1,choice4_politics2,choice4_housingprice1,choice4_housingprice2,choice4_weather1,choice4_weather2,choice4_distfamily1,choice4_distfamily2,choice4_crime1,choice4_crime2,choice5_popsize1,choice5_popsize2,choice5__racethndemo1,choice5__racethndemo2,choice5_politics1,choice5_politics2,choice5_housingprice1,choice5_housingprice2,choice5_weather1,choice5_weather2,choice5_distfamily1,choice5_distfamily2,choice5_crime1,choice5_crime2,Random_ID
2022-01-03 09:46:53,2022-01-03 09:52:07,IP Address,99.157.102.220,100,314,True,2022-01-03 09:52:08,R_1QapnIxjZxeWt2U,,,,,34.1078033447265625,-84.50260162353515625,anonymous,EN,I wish to participate,,City 2,City 2,7,7,City 1,City 1,6,4,City 1,City 1,6,3,City 1,City 1,7,5,City 1,City 1,7,6,11,lobster,Somewhat Interested,Female,31,Somewhat Above Average,White,In a relationship,High school diploma or equivalent,,"$0-$9,999",Somewhat Positive,Somewhat Positive,Somewhat Negative,Lean Democrat,Liberal,"crime rate, percentage of republicans, drive to family",0,United States,"50,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Snowy,Rainy,0-2.9 hour drive,10+ hour drive,national average,below national average,"1,000,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,above national average,Sunny,Cloudy,6-9.9 hour drive,3-5.9 hour drive,national average,above national average,"1,000,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,national average,Snowy,Sunny,3-5.9 hour drive,10+ hour drive,above national average,below national average,"50,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Rainy,Rainy,0-2.9 hour drive,6-9.9 hour drive,national average,below national average,"100,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,above national average,Sunny,Sunny,6-9.9 hour drive,6-9.9 hour drive,below national average,above national average,78754
2022-01-03 10:12:10,2022-01-03 10:17:29,IP Address,172.58.27.190,100,318,True,2022-01-03 10:17:29,R_2ARsb8WXAhqKKIy,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I wish to participate,,City 1,City 1,8,7,City 2,City 2,7,7,City 2,City 2,8,7,City 1,City 1,7,6,City 1,City 2,6,7,11,lobster,Somewhat Interested,Male,45,Average,Asian,Been single for more than 2 years,Bachelor's degree,,"$40,000-$49,999",Somewhat Positive,Very Positive,Negative,Strong Democrat,Very Liberal,"friendly people, nice neighborhood, low crime, close distance to work, plenty of parks and recreation areas",0,United States,"50,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,below national average,Sunny,Snowy,10+ hour drive,0-2.9 hour drive,above national average,above national average,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,above national average,Snowy,Snowy,6-9.9 hour drive,3-5.9 hour drive,below national average,above national average,"50,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Sunny,Rainy,10+ hour drive,6-9.9 hour drive,national average,national average,"50,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,below national average,Cloudy,Rainy,0-2.9 hour drive,10+ hour drive,below national average,above national average,"100,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Snowy,Cloudy,6-9.9 hour drive,3-5.9 hour drive,below national average,above national average,53531
2022-01-03 10:38:09,2022-01-03 10:42:18,IP Address,24.33.145.230,100,248,True,2022-01-03 10:42:19,R_1nZ0YOgQMxiOSZk,,,,,38.8726043701171875,-83.90689849853515625,anonymous,EN,I wish to participate,,City 2,City 2,6,8,City 1,City 1,7,7,City 2,City 2,7,9,City 2,City 2,7,9,City 2,City 2,9,7,11,lobster,Somewhat Interested,Female,63,Average,White,In a relationship,Some college but no degree,,"$0-$9,999",Neutral,Somewhat Negative,Very Positive,Lean Republican,Moderate,"THE TOTAL POPULATION, CRIME RATE, WEATHER, DISTANCE FROM FAMILY. ",0,United States,"1,000,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Snowy,Snowy,10+ hour drive,10+ hour drive,national average,below national average,"100,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Cloudy,Sunny,3-5.9 hour drive,0-2.9 hour drive,national average,below national average,"100,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Rainy,Rainy,0-2.9 hour drive,0-2.9 hour drive,above national average,national average,"500,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Cloudy,Rainy,0-2.9 hour drive,3-5.9 hour drive,below national average,below national average,"100,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,national average,Sunny,Snowy,6-9.9 hour drive,6-9.9 hour drive,above national average,below national average,24340
2022-01-03 10:37:40,2022-01-03 10:45:49,IP Address,69.23.235.1,100,489,True,2022-01-03 10:45:50,R_2aVlRbm6GNFa6dj,,,,,38.21319580078125,-84.545501708984375,anonymous,EN,I wish to participate,,City 2,City 2,7,6,City 2,City 2,6,8,City 1,City 1,7,6,City 1,City 1,6,8,City 2,City 2,6,7,11,lobster,Very Interested,Female,35,Below Average,White,In a relationship,Associate degree,,"$0-$9,999",Somewhat Positive,Very Positive,Very Negative,Strong Democrat,Liberal,"Distance from family, crime rate, things to do, job opportunities",0,United States,"500,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,national average,Sunny,Rainy,10+ hour drive,0-2.9 hour drive,below national average,above national average,"100,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,national average,Snowy,Sunny,10+ hour drive,3-5.9 hour drive,national average,national average,"100,000","500,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,national average,Cloudy,Rainy,6-9.9 hour drive,10+ hour drive,below national average,national average,"500,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,below national average,Rainy,Rainy,3-5.9 hour drive,3-5.9 hour drive,national average,above national average,"500,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Sunny,Cloudy,10+ hour drive,6-9.9 hour drive,above national average,below national average,61531
2022-01-03 10:28:16,2022-01-03 10:49:36,IP Address,155.186.98.219,100,1279,True,2022-01-03 10:49:36,R_3Em0grsn7IjF2M4,,,,,34.2422943115234375,-117.2747955322265625,anonymous,EN,I wish to participate,,City 2,City 1,4,2,City 2,City 2,2,4,City 2,City 1,4,2,City 1,City 1,4,2,City 2,City 2,4,4,11,lobster,Somewhat Interested,Female,33,Average,White,Been single for more than 2 years,High school diploma or equivalent,,"$10,000-$19,999",Neutral,Very Positive,Very Negative,Strong Democrat,Very Liberal,"I think I prefer a bigger city. It's nice to blend in with everyone and not be noticed, but I enjoy being around a lot of people. Preferably low crime rate and average housing rate. More democratic leaning. ",0,United States,"500,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Snowy,Rainy,10+ hour drive,10+ hour drive,above national average,below national average,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Cloudy,0-2.9 hour drive,10+ hour drive,national average,below national average,"500,000","50,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,national average,Snowy,Rainy,3-5.9 hour drive,10+ hour drive,below national average,national average,"500,000","50,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Snowy,0-2.9 hour drive,0-2.9 hour drive,national average,below national average,"100,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Cloudy,Cloudy,3-5.9 hour drive,0-2.9 hour drive,national average,below national average,61798
2022-01-03 11:04:17,2022-01-03 11:11:15,IP Address,74.175.145.171,100,418,True,2022-01-03 11:11:16,R_2B3hEdWFE5vCg34,,,,,33.0272979736328125,-80.1768035888671875,anonymous,EN,I wish to participate,,City 1,City 1,7,6,City 2,City 2,6,7,City 1,City 1,7,6,City 2,City 2,7,6,City 2,City 2,5,6,11,lobster,Somewhat Interested,Male,45,Somewhat Above Average,Black,Married,Bachelor's degree,,"$70,000-$79,999",Somewhat Positive,Somewhat Positive,Neutral,Lean Democrat,Somewhat Liberal,I like to live in a city that has a lot of social activities like bars and museums.  I also like to live in a city that has parks and that is safe.,0,United States,"500,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,below national average,Rainy,Rainy,3-5.9 hour drive,6-9.9 hour drive,national average,above national average,"100,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Snowy,Snowy,0-2.9 hour drive,0-2.9 hour drive,national average,national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Sunny,Sunny,10+ hour drive,3-5.9 hour drive,national average,above national average,"500,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Rainy,Cloudy,3-5.9 hour drive,3-5.9 hour drive,national average,national average,"500,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,national average,Cloudy,Cloudy,10+ hour drive,0-2.9 hour drive,above national average,national average,97791
2022-01-03 11:46:40,2022-01-03 11:56:29,IP Address,71.11.42.221,100,589,True,2022-01-03 11:56:29,R_SZxXEc3LjAkZZyF,,,,,35.6179046630859375,-82.4026031494140625,anonymous,EN,I wish to participate,,City 2,City 2,1,3,City 2,City 2,2,4,City 2,City 1,2,1,City 1,City 2,2,3,City 1,City 1,3,1,11,lobster,Very Interested,Male,50,Average,White,Been single for more than 2 years,Bachelor's degree,,"$20,000-$29,999",Very Positive,Very Negative,Neutral,Independent/Other,Moderate,"I think cost of living is the big thing for me but also crime is important too. I do also like a place that has cool restaurants, bars and entertainment.",0,United States,"500,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Snowy,Cloudy,6-9.9 hour drive,0-2.9 hour drive,below national average,national average,"1,000,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Snowy,10+ hour drive,10+ hour drive,above national average,below national average,"50,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Cloudy,Sunny,10+ hour drive,0-2.9 hour drive,above national average,below national average,"100,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Rainy,Rainy,6-9.9 hour drive,10+ hour drive,below national average,above national average,"50,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Snowy,Sunny,10+ hour drive,3-5.9 hour drive,below national average,below national average,70924
2022-01-03 12:41:56,2022-01-03 12:46:18,IP Address,67.188.112.154,100,262,True,2022-01-03 12:46:19,R_CmoMjZxK2h3rbax,,,,,37.385894775390625,-122.08819580078125,anonymous,EN,I wish to participate,,City 1,City 1,2,1,City 1,City 1,1,0,City 1,City 1,3,1,City 1,City 1,3,0,City 1,City 1,3,1,11,lobster,Somewhat Interested,Female,28,Below Average,White,Been single for under 2 years,Bachelor's degree,,"$100,000+",Positive,Neutral,Very Negative,Lean Democrat,Very Liberal,"I like large population, racial diversity, left-leaning politics, sunny weather and the prospect of not needing a car. I also like it when a city has an established art and music scene so that I can find friends easily.",0,United States,"100,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,above national average,Sunny,Snowy,10+ hour drive,0-2.9 hour drive,national average,national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Rainy,Sunny,10+ hour drive,3-5.9 hour drive,national average,national average,"50,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,national average,Sunny,Rainy,3-5.9 hour drive,3-5.9 hour drive,below national average,national average,"1,000,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,national average,Sunny,Sunny,3-5.9 hour drive,0-2.9 hour drive,national average,below national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,national average,Snowy,Sunny,10+ hour drive,0-2.9 hour drive,above national average,above national average,26484
2022-01-03 12:58:29,2022-01-03 13:05:19,IP Address,75.72.245.185,100,410,True,2022-01-03 13:05:20,R_2Qgs4BVgcSSwlVL,,,,,44.900604248046875,-92.92749786376953125,anonymous,EN,I wish to participate,,City 1,City 1,6,3,City 1,City 1,6,4,City 1,City 1,2,1,City 2,City 2,2,5,City 2,City 2,2,6,11,lobster,Very Interested,Male,55,Above Average,White,Married,Bachelor's degree,,"$70,000-$79,999",Neutral,Positive,Negative,Strong Democrat,Liberal,"Clean, arts, restaurants, scenery, climate, water, low crime, friendly.",0,United States,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Rainy,6-9.9 hour drive,0-2.9 hour drive,below national average,national average,"500,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Snowy,Cloudy,0-2.9 hour drive,3-5.9 hour drive,national average,national average,"500,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,below national average,Cloudy,Snowy,6-9.9 hour drive,6-9.9 hour drive,above national average,above national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,national average,Cloudy,Snowy,3-5.9 hour drive,0-2.9 hour drive,above national average,above national average,"100,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Sunny,6-9.9 hour drive,3-5.9 hour drive,national average,above national average,58598
2022-01-03 12:59:06,2022-01-03 13:10:44,IP Address,24.167.160.110,100,698,True,2022-01-03 13:10:45,R_2EgTkc1dLkNnr6i,,,,,36.06170654296875,-79.8238983154296875,anonymous,EN,I wish to participate,,City 2,City 2,7,7,City 1,City 1,7,6,City 2,City 2,6,7,City 1,City 1,7,7,City 1,City 1,7,6,11,lobster,Very Interested,Female,69,Somewhat Above Average,White,Married,Bachelor's degree,,"$50,000-$59,999",Positive,Neutral,Positive,Strong Republican,Conservative,"REASONABLE COST OF LIVING, GOOD TRANSPORTATION, LOW CRIME,TEMPERATE WEATHER",0,United States,"1,000,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Sunny,10+ hour drive,6-9.9 hour drive,below national average,national average,"1,000,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Cloudy,Sunny,6-9.9 hour drive,10+ hour drive,below national average,below national average,"100,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,national average,Snowy,Rainy,0-2.9 hour drive,0-2.9 hour drive,national average,below national average,"1,000,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,national average,Snowy,Rainy,6-9.9 hour drive,10+ hour drive,below national average,national average,"50,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,national average,Cloudy,Rainy,0-2.9 hour drive,3-5.9 hour drive,national average,above national average,50732
2022-01-03 14:20:43,2022-01-03 14:24:23,IP Address,98.212.175.7,100,219,True,2022-01-03 14:24:23,R_BtT3s5g2iBO0blL,,,,,41.70880126953125,-85.9759979248046875,anonymous,EN,I wish to participate,,City 2,City 2,7,9,City 1,City 1,9,3,City 1,City 1,8,4,City 2,City 2,6,7,City 2,City 2,4,6,11,lobster,Very Interested,Male,56,Above Average,White,Married,High school diploma or equivalent,,"$30,000-$39,999",Positive,Very Negative,Somewhat Positive,Lean Republican,Conservative,a clean and safe city.,0,United States,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,below national average,Cloudy,Rainy,10+ hour drive,6-9.9 hour drive,below national average,national average,"100,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Cloudy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,national average,below national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,national average,Snowy,Snowy,0-2.9 hour drive,0-2.9 hour drive,below national average,above national average,"50,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,national average,Sunny,Cloudy,10+ hour drive,3-5.9 hour drive,national average,above national average,"100,000","100,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,below national average,Cloudy,Snowy,6-9.9 hour drive,0-2.9 hour drive,above national average,above national average,74891
2022-01-03 14:15:36,2022-01-03 14:31:36,IP Address,172.58.19.0,100,960,True,2022-01-03 14:31:37,R_10OCw1GRMX9tYL8,,,,,33.7498931884765625,-117.9071044921875,anonymous,EN,I wish to participate,,City 2,City 2,1,6,City 1,City 1,8,2,City 1,City 1,7,1,City 1,City 2,1,2,City 1,City 1,2,1,11,lobster,Very Interested,Female,56,Above Average,White,Married,High school diploma or equivalent,,"$30,000-$39,999",Positive,Negative,Very Positive,Strong Republican,Conservative,"Population,  less is better.  Must have average income level.   Not a tourist destination.   Low housing prices. Plenty of outdoor recreation in the area.  Must have a few big box retailers.   Not primarily be a college town.  Decent infrastructure as far as utilities go.  ",0,United States,"100,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Rainy,Cloudy,6-9.9 hour drive,6-9.9 hour drive,above national average,below national average,"50,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Sunny,Snowy,3-5.9 hour drive,0-2.9 hour drive,above national average,below national average,"50,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,national average,Sunny,Rainy,3-5.9 hour drive,0-2.9 hour drive,national average,national average,"1,000,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Cloudy,Rainy,3-5.9 hour drive,0-2.9 hour drive,national average,below national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Rainy,Snowy,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,57835
2022-01-03 15:23:02,2022-01-03 15:27:43,IP Address,75.97.234.178,100,281,True,2022-01-03 15:27:43,R_2qqN7PzAMoRHDRr,,,,,40.8979034423828125,-75.47650146484375,anonymous,EN,I wish to participate,,City 1,City 1,10,0,City 2,City 2,10,0,City 1,City 1,9,1,City 1,City 1,10,0,City 1,City 1,5,5,11,lobster,Somewhat Interested,Female,48,Average,White,Married,High school diploma or equivalent,,"$30,000-$39,999",Somewhat Positive,Positive,Neutral,Lean Democrat,Liberal,the crime rate and housing prices,0,United States,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Sunny,Cloudy,6-9.9 hour drive,10+ hour drive,national average,above national average,"500,000","50,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Rainy,Cloudy,0-2.9 hour drive,10+ hour drive,above national average,national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Rainy,Rainy,0-2.9 hour drive,6-9.9 hour drive,national average,above national average,"500,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Snowy,10+ hour drive,0-2.9 hour drive,above national average,above national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Sunny,Snowy,0-2.9 hour drive,10+ hour drive,below national average,above national average,85234
2022-01-03 16:52:13,2022-01-03 16:56:24,IP Address,172.113.105.149,100,250,True,2022-01-03 16:56:24,R_7ZYptuaxog9cUN3,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,I wish to participate,,City 2,City 2,4,7,City 2,City 2,4,6,City 2,City 1,6,4,City 2,City 2,3,4,City 1,City 1,2,5,11,lobster,Somewhat Interested,Male,32,Average,Hispanic,In a relationship,High school diploma or equivalent,,"$10,000-$19,999",Somewhat Positive,Somewhat Positive,Neutral,Lean Democrat,Moderate,"i think the weather is one that matter to me alot can affect the outcome living there and another attribute is the race majority based on whites,asians,blacks and hispanics sometimes i like diversity  in the city.",0,United States,"500,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,national average,Snowy,Snowy,6-9.9 hour drive,6-9.9 hour drive,national average,above national average,"500,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Sunny,Cloudy,6-9.9 hour drive,0-2.9 hour drive,below national average,above national average,"500,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,national average,Sunny,Snowy,3-5.9 hour drive,6-9.9 hour drive,national average,national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,below national average,Sunny,Rainy,6-9.9 hour drive,3-5.9 hour drive,above national average,below national average,"500,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Sunny,Sunny,6-9.9 hour drive,0-2.9 hour drive,national average,above national average,51758
2022-01-03 17:45:37,2022-01-03 17:51:45,IP Address,50.216.129.154,100,368,True,2022-01-03 17:51:46,R_1Fev9wbdTEd1rRH,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,I wish to participate,,City 2,City 2,4,6,City 2,City 2,4,7,City 1,City 1,7,5,City 1,City 1,7,4,City 1,City 1,7,4,11,lobster,Somewhat Interested,Male,68,Below Average,Asian,Been single for more than 2 years,Master's degree,,"$50,000-$59,999",Neutral,Very Positive,Negative,Strong Democrat,Very Liberal,"size, diversity, culture, dining",0,United States,"100,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Cloudy,Rainy,6-9.9 hour drive,0-2.9 hour drive,below national average,below national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,national average,Cloudy,Snowy,0-2.9 hour drive,0-2.9 hour drive,national average,above national average,"500,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Rainy,0-2.9 hour drive,6-9.9 hour drive,national average,above national average,"50,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Snowy,Cloudy,6-9.9 hour drive,3-5.9 hour drive,above national average,national average,"1,000,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,below national average,Cloudy,Snowy,6-9.9 hour drive,3-5.9 hour drive,national average,above national average,42082
2022-01-03 18:47:59,2022-01-03 18:52:00,IP Address,173.169.97.205,100,240,True,2022-01-03 18:52:01,R_3G3bZQ1exelWSbR,,,,,27.9821929931640625,-81.67060089111328125,anonymous,EN,I wish to participate,,City 1,City 1,7,2,City 2,City 2,5,9,City 2,City 2,7,8,City 2,City 2,5,5,City 1,City 1,8,4,11,lobster,Not Very Interested,Female,29,Average,Black,Been single for under 1 year,Some college but no degree,,"$30,000-$39,999",Neutral,Neutral,Negative,Lean Democrat,Somewhat Liberal,"what stores they have
crime rate
hospital ratings
urban/suburbs/rural",0,United States,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Cloudy,3-5.9 hour drive,0-2.9 hour drive,below national average,above national average,"100,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,national average,Snowy,Sunny,6-9.9 hour drive,6-9.9 hour drive,below national average,above national average,"100,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Snowy,Cloudy,6-9.9 hour drive,0-2.9 hour drive,below national average,below national average,"100,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,national average,Snowy,Cloudy,0-2.9 hour drive,6-9.9 hour drive,above national average,above national average,"100,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Cloudy,Snowy,6-9.9 hour drive,10+ hour drive,above national average,national average,16545
2022-01-03 19:10:26,2022-01-03 19:16:18,IP Address,136.49.36.198,100,351,True,2022-01-03 19:16:18,R_1CEi9SxMxJzsqO1,,,,,30.2422943115234375,-97.7671966552734375,anonymous,EN,I wish to participate,,City 2,City 2,0,2,City 1,City 1,1,1,City 2,City 2,0,2,City 2,City 2,2,2,City 2,City 2,1,2,11,lobster,Not At All Interested,Female,36,Average,White,Been single for more than 2 years,Bachelor's degree,,"$80,000-$99,999",Somewhat Positive,Neutral,Very Negative,Independent/Other,Moderate,"Size of the city and political makeup are most important. Race is a significantly less important to me. I do value a lower crime rate. I don't really care about distance from family. Having a lower housing cost is nice, but average isn't a deal breaker in the least.",0,United States,"50,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Rainy,Cloudy,0-2.9 hour drive,0-2.9 hour drive,below national average,below national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,below national average,Snowy,Snowy,3-5.9 hour drive,10+ hour drive,national average,above national average,"50,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Snowy,Rainy,10+ hour drive,10+ hour drive,above national average,below national average,"500,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Sunny,Sunny,3-5.9 hour drive,6-9.9 hour drive,above national average,below national average,"50,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Sunny,Cloudy,6-9.9 hour drive,6-9.9 hour drive,national average,national average,20823
